content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"mapnya kenapa jelek banget? percuma juga meski murah kalo susah nyari alamat tujuan. sistem pencarian map buruk, banyak tempat yg gak muncul di map. buruk overall buruk seburuk buruknya, nilai plus cuma murah aja, selain itu buruk",1,Negatif,mapnya kenapa jelek banget percuma juga meski murah kalo susah nyari alamat tujuan sistem pencarian map buruk banyak tempat yg gak muncul di map buruk overall buruk seburuk buruknya nilai plus cuma murah aja selain itu buruk,mapnya jelek banget murah kalo susah nyari alamat tujuan sistem pencarian map buruk yg gak muncul map buruk overall buruk seburuk buruknya nilai plus murah aja buruk,"['mapnya', 'jelek', 'banget', 'murah', 'kalo', 'susah', 'nyari', 'alamat', 'tujuan', 'sistem', 'pencarian', 'map', 'buruk', 'yg', 'gak', 'muncul', 'map', 'buruk', 'overall', 'buruk', 'seburuk', 'buruknya', 'nilai', 'plus', 'murah', 'aja', 'buruk']",map jelek banget murah kalo susah nyari alamat tuju sistem cari map buruk yg gak muncul map buruk overall buruk buruk buruk nilai plus murah aja buruk
"Min tolong beri fitur terlihat motornya, kadang kita sebagai penumpang juga butuh motor yg nyaman.",1,Negatif,min tolong beri fitur terlihat motornya kadang kita sebagai penumpang juga butuh motor yg nyaman,min tolong fitur motornya kadang penumpang butuh motor yg nyaman,"['min', 'tolong', 'fitur', 'motornya', 'kadang', 'penumpang', 'butuh', 'motor', 'yg', 'nyaman']",min tolong fitur motor kadang tumpang butuh motor yg nyaman
"Ini kenapa app Maxim di update malah gak bisa dibuka sama sekali, selalu ada notifikasi tutup aplikasi, info aplikasi dll... Padahal udah sangat berguna kemana mana pake Maxim.",1,Negatif,ini kenapa app maxim di update malah gak bisa dibuka sama sekali selalu ada notifikasi tutup aplikasi info aplikasi dll padahal udah sangat berguna kemana mana pake maxim,app maxim update gak dibuka notifikasi tutup aplikasi info aplikasi dll udah berguna kemana pake maxim,"['app', 'maxim', 'update', 'gak', 'dibuka', 'notifikasi', 'tutup', 'aplikasi', 'info', 'aplikasi', 'dll', 'udah', 'berguna', 'kemana', 'pake', 'maxim']",app maxim update gak buka notifikasi tutup aplikasi info aplikasi dll udah guna mana pake maxim
"Baru kali ini naek kendaraan online motornya mogok saya kira bakal ada potongan kondisi jarak masih jauh ke tempat kerja.tolong di tingkatkan lgi kualitasnya. Sama supir Maxim mobilnya tolong dong ,saya udah nunggu malah gak nyampe lokasi ,masalahnya jemput orang sakit, lagi urgent. Tambah tolong dong lebih ramah lagi untuk pengemudinya, kenapa pengemudi Maxim Suga ugal2n dan menjalan kan motor terlalu cepat banget, untuk keselamatan penumpang seharusnya di perhatikan lagi",1,Negatif,baru kali ini naek kendaraan online motornya mogok saya kira bakal ada potongan kondisi jarak masih jauh ke tempat kerjatolong di tingkatkan lgi kualitasnya sama supir maxim mobilnya tolong dong saya udah nunggu malah gak nyampe lokasi masalahnya jemput orang sakit lagi urgent tambah tolong dong lebih ramah lagi untuk pengemudinya kenapa pengemudi maxim suga ugaln dan menjalan kan motor terlalu cepat banget untuk keselamatan penumpang seharusnya di perhatikan lagi,kali naek kendaraan online motornya mogok potongan kondisi jarak kerjatolong tingkatkan lgi kualitasnya supir maxim mobilnya tolong udah nunggu gak nyampe lokasi jemput orang sakit urgent tolong ramah pengemudinya pengemudi maxim suga ugaln menjalan motor cepat banget keselamatan penumpang perhatikan,"['kali', 'naek', 'kendaraan', 'online', 'motornya', 'mogok', 'potongan', 'kondisi', 'jarak', 'kerjatolong', 'tingkatkan', 'lgi', 'kualitasnya', 'supir', 'maxim', 'mobilnya', 'tolong', 'udah', 'nunggu', 'gak', 'nyampe', 'lokasi', 'jemput', 'orang', 'sakit', 'urgent', 'tolong', 'ramah', 'pengemudinya', 'pengemudi', 'maxim', 'suga', 'ugaln', 'menjalan', 'motor', 'cepat', 'banget', 'keselamatan', 'penumpang', 'perhatikan']",kali naek kendara online motor mogok potong kondisi jarak kerjatolong tingkat lgi kualitas supir maxim mobil tolong udah nunggu gak nyampe lokasi jemput orang sakit urgent tolong ramah mud kemudi maxim suga ugaln jalan motor cepat banget selamat tumpang perhati
"Kalau boleh saran mungkin bisa di update opsi payment methodnya dan semoga bisa berkerja sama dengan payment method yang udah terkenal di Indonesia jadi lebih memudahkan customer dalam menggunakan aplikasi dalam segi pembayaran semoga dibaca oleh pihak maxim, soalnya saya pelanggan setia maxim",5,Positif,kalau boleh saran mungkin bisa di update opsi payment methodnya dan semoga bisa berkerja sama dengan payment method yang udah terkenal di indonesia jadi lebih memudahkan customer dalam menggunakan aplikasi dalam segi pembayaran semoga dibaca oleh pihak maxim soalnya saya pelanggan setia maxim,saran update opsi payment methodnya semoga berkerja payment method udah terkenal indonesia memudahkan customer aplikasi segi pembayaran semoga dibaca maxim pelanggan setia maxim,"['saran', 'update', 'opsi', 'payment', 'methodnya', 'semoga', 'berkerja', 'payment', 'method', 'udah', 'terkenal', 'indonesia', 'memudahkan', 'customer', 'aplikasi', 'segi', 'pembayaran', 'semoga', 'dibaca', 'maxim', 'pelanggan', 'setia', 'maxim']",saran update opsi payment methodnya moga kerja payment method udah kenal indonesia mudah customer aplikasi segi bayar moga baca maxim langgan setia maxim
"sy baru 2x naik maxim jd blm tau bgt, pengalaman sy y lumayan lah kesannya bagus dan smoga lebih dipermudah lg cara pembayarannya slain cash mgkn bisa jd ""maximPAY"", td aja sy hampir lupa byr, hanya mau ngasih tips doank 😅 untung diingetin sm drivernya 😄 pokoknya bagus lah over klo bisa lebih dimudahkan lg smua2nya 😊 sukses slalu bt maxim 🙏😍",5,Positif,sy baru x naik maxim jd blm tau bgt pengalaman sy y lumayan lah kesannya bagus dan smoga lebih dipermudah lg cara pembayarannya slain cash mgkn bisa jd maximpay td aja sy hampir lupa byr hanya mau ngasih tips doank  untung diingetin sm drivernya  pokoknya bagus lah over klo bisa lebih dimudahkan lg smuanya  sukses slalu bt maxim ,sy x maxim jd blm tau bgt pengalaman sy y lumayan kesannya bagus smoga dipermudah lg pembayarannya slain cash mgkn jd maximpay td aja sy lupa byr ngasih tips doank untung diingetin sm drivernya pokoknya bagus over klo dimudahkan lg smuanya sukses slalu bt maxim,"['sy', 'x', 'maxim', 'jd', 'blm', 'tau', 'bgt', 'pengalaman', 'sy', 'y', 'lumayan', 'kesannya', 'bagus', 'smoga', 'dipermudah', 'lg', 'pembayarannya', 'slain', 'cash', 'mgkn', 'jd', 'maximpay', 'td', 'aja', 'sy', 'lupa', 'byr', 'ngasih', 'tips', 'doank', 'untung', 'diingetin', 'sm', 'drivernya', 'pokoknya', 'bagus', 'over', 'klo', 'dimudahkan', 'lg', 'smuanya', 'sukses', 'slalu', 'bt', 'maxim']",sy x maxim jd blm tau bgt alam sy y lumayan kesan bagus smoga mudah lg bayar slain cash mgkn jd maximpay td aja sy lupa byr ngasih tips doank untung diingetin sm drivernya pokok bagus over klo mudah lg smuanya sukses slalu bt maxim
"Gimna sih maxim, orang udh bayar lewat top up malah dikira blm bayar padahal saldo saya aja udh berkurang, kecewa banget harga murah kualitas buruuuuuuuuk😡😡😡😡😡",1,Negatif,gimna sih maxim orang udh bayar lewat top up malah dikira blm bayar padahal saldo saya aja udh berkurang kecewa banget harga murah kualitas buruuuuuuuuk,gimna sih maxim orang udh bayar top up blm bayar saldo aja udh berkurang kecewa banget harga murah kualitas buruuuuuuuuk,"['gimna', 'sih', 'maxim', 'orang', 'udh', 'bayar', 'top', 'up', 'blm', 'bayar', 'saldo', 'aja', 'udh', 'berkurang', 'kecewa', 'banget', 'harga', 'murah', 'kualitas', 'buruuuuuuuuk']",gimna sih maxim orang udh bayar top up blm bayar saldo aja udh kurang kecewa banget harga murah kualitas buruuuuuuuuk
"Saya baru saja pesan maxim buat pulang kerumah, saya pikir ini seperti biasanya saya pulang naik gojek tapi saya lebih milih maksim karena lumayan murah, pas bertemu sama abang maximnya biasa2 aja tuh, saya nyaman2 aja, eh ternyata pas di tengah perjalanan abang teriak ke saya sambil marah, saya kaget dong karena tiba2 abangnya marah, saya pikir ada apaan, ternyata saya dibilang gerak kiri kanan, padahal kaki saya aja gak gerak cuma kepala doang yang saya gerakin, saya dah mikir bahwa saya slh..",1,Negatif,saya baru saja pesan maxim buat pulang kerumah saya pikir ini seperti biasanya saya pulang naik gojek tapi saya lebih milih maksim karena lumayan murah pas bertemu sama abang maximnya biasa aja tuh saya nyaman aja eh ternyata pas di tengah perjalanan abang teriak ke saya sambil marah saya kaget dong karena tiba abangnya marah saya pikir ada apaan ternyata saya dibilang gerak kiri kanan padahal kaki saya aja gak gerak cuma kepala doang yang saya gerakin saya dah mikir bahwa saya slh,pesan maxim pulang kerumah pikir pulang gojek milih maksim lumayan murah pas bertemu abang maximnya aja tuh nyaman aja eh pas perjalanan abang teriak marah kaget abangnya marah pikir dibilang gerak kiri kanan kaki aja gak gerak kepala doang gerakin dah mikir slh,"['pesan', 'maxim', 'pulang', 'kerumah', 'pikir', 'pulang', 'gojek', 'milih', 'maksim', 'lumayan', 'murah', 'pas', 'bertemu', 'abang', 'maximnya', 'aja', 'tuh', 'nyaman', 'aja', 'eh', 'pas', 'perjalanan', 'abang', 'teriak', 'marah', 'kaget', 'abangnya', 'marah', 'pikir', 'dibilang', 'gerak', 'kiri', 'kanan', 'kaki', 'aja', 'gak', 'gerak', 'kepala', 'doang', 'gerakin', 'dah', 'mikir', 'slh']",pesan maxim pulang rumah pikir pulang gojek milih maksim lumayan murah pas temu abang maximnya aja tuh nyaman aja eh pas jalan abang teriak marah kaget abang marah pikir bilang gerak kiri kanan kaki aja gak gerak kepala doang gerakin dah mikir slh
"Drivernya banyak yang tidak sesuai dengan data di aplikasi, ternyata sudah sangat banyak driver yang menjalnkan lebih dari 1 akun, tolonglah lebih selektif lagi dalam menerima mitra driver, ini untuk keamanan kami para pengguna aplikasi juga, terimakasih",1,Negatif,drivernya banyak yang tidak sesuai dengan data di aplikasi ternyata sudah sangat banyak driver yang menjalnkan lebih dari  akun tolonglah lebih selektif lagi dalam menerima mitra driver ini untuk keamanan kami para pengguna aplikasi juga terimakasih,drivernya sesuai data aplikasi driver menjalnkan akun tolonglah selektif menerima mitra driver keamanan pengguna aplikasi terimakasih,"['drivernya', 'sesuai', 'data', 'aplikasi', 'driver', 'menjalnkan', 'akun', 'tolonglah', 'selektif', 'menerima', 'mitra', 'driver', 'keamanan', 'pengguna', 'aplikasi', 'terimakasih']",drivernya sesuai data aplikasi driver menjalnkan akun tolong selektif terima mitra driver aman guna aplikasi terimakasih
"setelah di update kok aplikasinya malah sering aneh, kadang alamat tujuan/penjemputan hilang sendiri, map/petanya pun sering ngaco arahnya",1,Negatif,setelah di update kok aplikasinya malah sering aneh kadang alamat tujuanpenjemputan hilang sendiri mappetanya pun sering ngaco arahnya,update aplikasinya aneh kadang alamat tujuanpenjemputan hilang mappetanya ngaco arahnya,"['update', 'aplikasinya', 'aneh', 'kadang', 'alamat', 'tujuanpenjemputan', 'hilang', 'mappetanya', 'ngaco', 'arahnya']",update aplikasi aneh kadang alamat tujuanpenjemputan hilang mappetanya ngaco arah
kami gak bisa pake aplikasi ini selalu ada masalah. sumber mengalami kerusakan udah d uninstal masih tetap gak bisa😂😂,5,Positif,kami gak bisa pake aplikasi ini selalu ada masalah sumber mengalami kerusakan udah d uninstal masih tetap gak bisa,gak pake aplikasi sumber mengalami kerusakan udah d uninstal gak,"['gak', 'pake', 'aplikasi', 'sumber', 'mengalami', 'kerusakan', 'udah', 'd', 'uninstal', 'gak']",gak pake aplikasi sumber alami rusa udah d uninstal gak
Aplikasinya kok jd gini...selalu ke interface awal...gak bisa chat atau batalin pesanan.. aneh,1,Negatif,aplikasinya kok jd giniselalu ke interface awalgak bisa chat atau batalin pesanan aneh,aplikasinya jd giniselalu interface awalgak chat batalin pesanan aneh,"['aplikasinya', 'jd', 'giniselalu', 'interface', 'awalgak', 'chat', 'batalin', 'pesanan', 'aneh']",aplikasi jd giniselalu interface awalgak chat batalin pesan aneh
"Titik penjemputan gk ke deteksi, cari titik terdekat. Driver lama gerak kealamatnya tapi pelanggan yg tarifnya dinaikin, awal booking 20.500 terus kenak masa tunggu karena lewat dari 4 menit, jadi 32rb cukup. Mungkin kalau Drivernya lebih lama lagi sampenya kenak 50rb kali,",1,Negatif,titik penjemputan gk ke deteksi cari titik terdekat driver lama gerak kealamatnya tapi pelanggan yg tarifnya dinaikin awal booking  terus kenak masa tunggu karena lewat dari  menit jadi rb cukup mungkin kalau drivernya lebih lama lagi sampenya kenak rb kali,titik penjemputan gk deteksi cari titik terdekat driver gerak kealamatnya pelanggan yg tarifnya dinaikin booking kenak tunggu menit rb drivernya sampenya kenak rb kali,"['titik', 'penjemputan', 'gk', 'deteksi', 'cari', 'titik', 'terdekat', 'driver', 'gerak', 'kealamatnya', 'pelanggan', 'yg', 'tarifnya', 'dinaikin', 'booking', 'kenak', 'tunggu', 'menit', 'rb', 'drivernya', 'sampenya', 'kenak', 'rb', 'kali']",titik jemput gk deteksi cari titik dekat driver gerak alamat langgan yg tarif dinaikin booking nak tunggu menit rb drivernya sampenya nak rb kali
Mohon perbaiki bug dan maps nya. Sulit sekali nyari lokasi penjemputan. Alamat share lok di google maps gak bisa dilacak.,1,Negatif,mohon perbaiki bug dan maps nya sulit sekali nyari lokasi penjemputan alamat share lok di google maps gak bisa dilacak,mohon perbaiki bug maps nya sulit nyari lokasi penjemputan alamat share lok google maps gak dilacak,"['mohon', 'perbaiki', 'bug', 'maps', 'nya', 'sulit', 'nyari', 'lokasi', 'penjemputan', 'alamat', 'share', 'lok', 'google', 'maps', 'gak', 'dilacak']",mohon baik bug maps nya sulit nyari lokasi jemput alamat share lok google maps gak lacak
"Maaf nih mim saya biasa nya pake maxim dan gak kenapa kenapa, ini di aplikasi nya sedang lagi ada masalah kah??soalnya saya biasa make terus sekarang kenapa gk bisa di buka ya aplikasi nya?? Tolong di jawab ya min, terimakasih",2,Negatif,maaf nih mim saya biasa nya pake maxim dan gak kenapa kenapa ini di aplikasi nya sedang lagi ada masalah kahsoalnya saya biasa make terus sekarang kenapa gk bisa di buka ya aplikasi nya tolong di jawab ya min terimakasih,maaf nih mim nya pake maxim gak aplikasi nya kahsoalnya make gk buka ya aplikasi nya tolong ya min terimakasih,"['maaf', 'nih', 'mim', 'nya', 'pake', 'maxim', 'gak', 'aplikasi', 'nya', 'kahsoalnya', 'make', 'gk', 'buka', 'ya', 'aplikasi', 'nya', 'tolong', 'ya', 'min', 'terimakasih']",maaf nih mim nya pake maxim gak aplikasi nya kahsoalnya make gk buka ya aplikasi nya tolong ya min terimakasih
tolong untuk driver dapat di percepat sejam lebih saya menunggu baru di acc dan untuk cancelnya jga tolong di perbaiki karena saya pernah cancel tapi tiba-tiba drivernya malah nelfon,1,Negatif,tolong untuk driver dapat di percepat sejam lebih saya menunggu baru di acc dan untuk cancelnya jga tolong di perbaiki karena saya pernah cancel tapi tibatiba drivernya malah nelfon,tolong driver percepat sejam menunggu acc cancelnya jga tolong perbaiki cancel tibatiba drivernya nelfon,"['tolong', 'driver', 'percepat', 'sejam', 'menunggu', 'acc', 'cancelnya', 'jga', 'tolong', 'perbaiki', 'cancel', 'tibatiba', 'drivernya', 'nelfon']",tolong driver cepat jam tunggu acc cancelnya jga tolong baik cancel tibatiba drivernya nelfon
"Aplikasi nya udah bagus, mudah digunakan, cuman tolong titik nya dibuat lebih spesifik...kadang driver susah nyari nya...jadi makan waktu",4,Positif,aplikasi nya udah bagus mudah digunakan cuman tolong titik nya dibuat lebih spesifikkadang driver susah nyari nyajadi makan waktu,aplikasi nya udah bagus mudah cuman tolong titik nya spesifikkadang driver susah nyari nyajadi makan,"['aplikasi', 'nya', 'udah', 'bagus', 'mudah', 'cuman', 'tolong', 'titik', 'nya', 'spesifikkadang', 'driver', 'susah', 'nyari', 'nyajadi', 'makan']",aplikasi nya udah bagus mudah cuman tolong titik nya spesifikkadang driver susah nyari nyajadi makan
Alhamdulillah dapet driver yg pengertian sudah jalan ± 1-2 km ehh tiba tiba ada yg ktinggalan Langsung nawarin balik lagi Mantap lah . Untuk bapak nya sehat sehat pak di lancarin rezeky nya Kalo ada bintang 100 sudah saya kasih bintang 100 Terimakasih maxim tetal setia menggunakan apk maxim,5,Positif,alhamdulillah dapet driver yg pengertian sudah jalan   km ehh tiba tiba ada yg ktinggalan langsung nawarin balik lagi mantap lah  untuk bapak nya sehat sehat pak di lancarin rezeky nya kalo ada bintang  sudah saya kasih bintang  terimakasih maxim tetal setia menggunakan apk maxim,alhamdulillah dapet driver yg pengertian jalan km ehh yg ktinggalan langsung nawarin mantap nya sehat sehat lancarin rezeky nya kalo bintang kasih bintang terimakasih maxim tetal setia apk maxim,"['alhamdulillah', 'dapet', 'driver', 'yg', 'pengertian', 'jalan', 'km', 'ehh', 'yg', 'ktinggalan', 'langsung', 'nawarin', 'mantap', 'nya', 'sehat', 'sehat', 'lancarin', 'rezeky', 'nya', 'kalo', 'bintang', 'kasih', 'bintang', 'terimakasih', 'maxim', 'tetal', 'setia', 'apk', 'maxim']",alhamdulillah dapet driver yg erti jalan km ehh yg ktinggalan langsung nawarin mantap nya sehat sehat lancarin rezeky nya kalo bintang kasih bintang terimakasih maxim tetal setia apk maxim
Kok aplikasi maxim saya tidak bisa digunakan....ketika sudah un install trus install ulang bisa dipake cm sekali saja Tolong infox,1,Negatif,kok aplikasi maxim saya tidak bisa digunakanketika sudah un install trus install ulang bisa dipake cm sekali saja tolong infox,aplikasi maxim digunakanketika un install trus install ulang dipake cm tolong infox,"['aplikasi', 'maxim', 'digunakanketika', 'un', 'install', 'trus', 'install', 'ulang', 'dipake', 'cm', 'tolong', 'infox']",aplikasi maxim digunakanketika un install trus install ulang dipake cm tolong infox
"Masnya Ramah, tepat waktu dan sangat berhati2 dalam berkendara dan membawa penumpangnya., suksesss selalu maxim.",5,Positif,masnya ramah tepat waktu dan sangat berhati dalam berkendara dan membawa penumpangnya suksesss selalu maxim,masnya ramah berhati berkendara membawa penumpangnya suksesss maxim,"['masnya', 'ramah', 'berhati', 'berkendara', 'membawa', 'penumpangnya', 'suksesss', 'maxim']",mas ramah hati kendara bawa tumpang suksesss maxim
