content,score,Label
"Setiap mau pesen maxim car lama bngt trus udh dpt di batalin terus , ngk bisa pilih titik maps yang sesuai juga, klo harga masih okelah masih murah , tapi tolong di perbaiki ya ..",3,
"belum pernah nyoba naik, pernah order tapi nunggu ada yg ambil pesanan bisa buat kering lama banget akhirnya ga jadi order",1,Negatif
"Awalnya suka sih, eeehh lama kelamaan harganya malah berbeda, di driver dan di apk saya. Malah jauh pula beda harganya, dan kurang nyaman. Pantas harga murah. Bagus pakai apk hijau",1,Negatif
"Gokil banget drivernya, posisi lagi hujan dan mau pesen ojek di apk sebelah tapi ga dapat² terus nyoba Maxim dan langsung dapat terus driver gokil banget walaupun hujan deras ga di cancel. Thanks banget lah pokoknya for mas driver dan Maxim.",5,Positif
Awalnya enjoy pk maxim..tiba2 harus update dan udah di update..knp jadi bermasalah... Heran.. Ada apa sm maxim??,4,Positif
"Setelah memesan, bagian order tidak dibisa di klik, reload terus ke interface awal. Jadi kita gabisa chat atau membatalkan pesanan. Gimana ini sudah diperbaiki saja masih kacau bugnya, ngapain update aplikadi kalau kinerjanya tambah buruk",1,Negatif
"sebenernya membantu apk ini, cuman map nya belum sesuai, TOLONG DI PERBAIKI ! yg ada di bawa nyasar sma ojol",4,Positif
Ini aplikasi kok sdh 2 bln ini ngak bisa dibuka/rusak padahal aku sdh berkali coba buka lagi di play store tapi tetap ngak bisa gimana dong?,4,Positif
"Lagi butuh app ini malah ga bisa login tulisannya maaf nomor ini telah terlampaui kode verifikasi,coba kasih jarak 5menit aja nanti bisa ini udah 2 hari ttp ga bisa ini butuh banget buat mudik gada kendaraan knp di kasih susah sih",1,Negatif
"Maxim tambah ngawur, masa app maxim merchantnya menghilang di playstore nya ga ada, sy mau komplen, banyak orderan makanan tpi ga ada yg datang satu pun, driver ojek nya pada nolak karna ongkir terlalu murah ktnya untuk orderan makanan",1,Negatif
tolong diperbaiki gps nya..biar ngak salah arah kasihan drivernya. udah beberapa x terjadi ketika pengiriman barang nama lokasi benar titik lokasi salah total 🤦‍♀️,3,
Pantesan murah tp bner2 susah buat dipake. Titik almat tiap mau pesan harus buat trus gk bisa pkai yg sudah2 pdhal rumah gk pindah2. Trus gk enak mau cari2 referensi buat maxim good food nya mau liat ulasan2 yg sudah order juga gk bisa atau emng akunya yg gk tau . Ih moga diperbaiki deh ini mau aku uninstall kmbali ke ijo2 yg dulu,1,Negatif
"Titik lokasinya gak akurat tolong di perbaiki ya kalau gk mau rating nya turun makasih , driver sma ongkosnya udh lebih dari baik itu menjadi poin plus . Keluhan saya tetep satu yaitu titik keakuratan lokasinya .",4,Positif
Ni suka dapet driver jauh bngt. Mana gk bs foto lokasi. Mapsnya jg susah. Di upgrade dong buat aplikasinya,3,
"mobil nyaman, drivernya friendly, asik pokoknya, sukses terus ya mas, tetap safety dalam mengemudi, semangat buat keluarga👍",5,Positif
"minusnya di google maps yang kurang menjangkau daerah plosok,kalo harga oke banget sama cara pemesananya",4,Positif
"Terjadi dobel order dan pas driver ke 2 dtg marah2 n minta ttep di bayar krna alasan nya bakal kena potong , padahal dobel order bukan kesalahan dri customer, dan setelah driver ke 2 sudah di bayar saya kira masalah selesai tp pas saya buka aplikasi malah terjadi order lg untung cpt2 saya batalin hadeeehhh bukan masalah nominal nya tp sikap driver nya dan aplikasi nya yg gak jelas bgtttt",1,Negatif
"Bari pertama kali pake maxim kecewa berat berat berat banget , mana ulasannya sama lagi, alamat gk sesuai titik padahal udah di tulis lengkap tetep aja salah, mohon di perbaiki min",1,Negatif
Saya sih baru cek ini nyesel kenapa baru Download sekarang karna tadi pagi saya pesen makanan di go jek 15rb onkirnya disini 5 rb aja tapi kadang² lokasi gak akurat sih jadi bintang tiga dulu nanti klo tambah bagus ditambahin deh,3,
Kenapa pas saya hapus aplikasi Maxim terus aku install ulang setelah itu berhasil setelah itu mau login di masukin nomer tlpn saya ada pesan nomer anda terlampoi,1,Negatif
"Tolong dong aplikasi nya diperbaikin , kasian driver masih banyak order fiktip , untuk devloper tolong ditingkat kan lagi agar lebih bagus .",1,Negatif
Mohon izin.. Kenapa ya Brpa hri ini aplikasi sya mngalami Geogle play mulu.. Udh di instal.. Uda di Buat baru tapi masih aja.. Plisss saya sangat butuh Bantuan maxsin ini,5,Positif
Saya tidak bisa mwmakai aplikasi ini tiap dibuka slalu yg keluar pemberitahuan sistem mengalami kerusakan. Padahal setahun yang lalu tidak ada masalah tolong diperbaiki lagi,1,Negatif
Update lah aplikasinya. Jelek banget. Gak enak digunain. Modal murah doang. Minta bukti pengiriman dokumen aja gagal terus.,1,Negatif
Aplikasinya bagus..saya senang menggunakannya..tapi buat perusahaannya perhatikan drivernya. Driver di Baubau Sulawesi tenggara sering meminta biaya lebih tinggi dari aplikasi.,2,Negatif
"aplikasinya bagus kok aku sih pilih maxim karena tarifnya murah,walaupun agak lambat dikit waktu penjemputan",5,Positif
"pencarian driver sangat mudah dan cepat, biaya jg murah,, pokoknya sukses sllu buat MAXIM",5,Positif
"Kenapa setiap mau Hidupkan apk maxim, selalu Tulisan. Go to google play., padahal sudah di setting, update ..msh sj. Tolong perbaiki lagi,",1,Negatif
"aneh sih baru coba aplikasi nya tp dsuruh login ga bisa login , sms verifikasi nya ga muncul2 .",1,Negatif
Aplikasi nya ga bisa di gunakan rusak melulu...udah beberapa kali di install tetap ga bisa sementara saya kasih bintang 1 karena aplikasi ga mendukung,1,Negatif
"Saya termasuk orang jalanan mksudnya orang yg sering bepergian, nk sekarang yg namanya transfomasi kendaraan umum berbayar dh sepi, masyarakat banyak mgunakan kendaraan sendiri dan saya ngk punya kendaraan sendiri jd klo mo pergi harus gunkan alat transfortasi online seperti maxim yg gampang dan murah. Ok bye",4,Positif
"Dear partner Sy sdh menjadi mitra partner maxim food. Sdh punya akun dan sdh ada penjualan. Tapi karena hp rusak,aplikasinya jadi hilang. Ketika mau instal lagi dicari di playstore tidak ketemu. Mohon info apa nama aplikasinua atau minta link aplikasi nya Terima kasih",5,Positif
Tolong buat maps nya di upgrade gtu loh biar ga bingung nitik nya buat driver nya juga di perbarui pokoknya di bikin enak lah,5,Positif
"Halo pengembang maxim, minta tolong di cek kembali yaa sistem aplikasinyaa.. Karena saya setiap kali saya instal selalu muncul ""ada kerusakan"" dan menyebabkan aplikasi tidak bisa di gunakan.. Terimakasih",3,
"Kok aplikasi maxim ga bisa di buka di hp sy yaa. Pas di buka selalu munculn""sumber bersmasalah"" ini gimna ya???",1,Negatif
"Bingung mau kasih bintang brapa, baru dwnload tp gak bisa digunain karena ""sistem mengalami kerusakan""...nanti bintangnya dirubah klo udah bisa aplikasinya...",2,Negatif
"ini simple ga ribed. harga pasti. cuma tingkatkan donk, biar bisa ada saldonya, jadi kalau mau order ga harus pakai cash.",5,Positif
"App tiba² gk bisa dibuka, uda unistall dan install lagi tetap gk bisa.padahal masih banyak saldo Tolong di perbaiki",1,Negatif
Tolong Di perbaiki setiap masuk diaplikasi selalu ada Pesan sumber mengalami kerusakan..tolong Di perbaiki dong klo mengalami kerusakan bawa Di Tukang service biar bagus lagi,1,Negatif
"ini maxim bener² gila bangat ya, saya gak ada pesan apa2 tiba² ada yg telpon bilang saya ada orderan. Tolong dong no call center maxim yg bener. Nelpon call center aja susah banget",1,Negatif
"Maxim ga bisa di fungsikan karna harus masuk terus ke google play , diset ulang sama saja ..... Ga bagus sama sekali",1,Negatif
"Mengapa aplikasi maxim saya setiap kali dibuka, selalu ada pemberitahuan sumber mengalami kerusakan silahkan instal ulang. Setelah diinstal ulang ttp sama pemberitahuan",1,Negatif
"maxsim sangat membantu sekali dan ongkosnya pun lebih murah dari yg lain nya ..saya sering order ke maxsim karna cepat dan murah ,terimakasih maxsim👍",5,Positif
"alhamdulillah, sudah sampai tujuan dgn selamat, driver nya ramah dan pinter mencari rute yg lancar terimakasih maxiim.",5,Positif
"Tolong dong perbaiki GPS maps nya, susah bener nyari alamat tujuan. Gak komplit maps nya.",2,Negatif
"Kerja delivery nya kurang bagus sih kurang teliti tandai Abdi A Manullang keknya sih ga jujur org nya masak saya pesen makanan katanya ga ada pesan udh jelas""saya dan teman""kantor saya ngeliat detail pesanan saya itu",1,Negatif
"Maaf ini kenapa kok gabisa digunakan yaa? selalu muncul ""sumber mengalami kerusakan"" uda coba uninstall dan install berkali² pun hasilnya tetap sama padahal sy setiap hari butuh maxim loh. Tolong diperbaiki lagi yaaa",1,Negatif
"Maaf saya kasih bintang 1. Krna apk ga bisa terus, suruh masukin nmr rumah trs. Giliran udah di klik nmr rumah malah ga bisa, muncul tulisan kuning ""masukkan nomor rumah"" mulu. Masa tiap mesen beda titik lokasi mulu. Gimana nih udah berminggu-minggu gini mulu ga ada perubahan sama sekali",1,Negatif
Ini aplikasinya kenapa ya..koka bisa di pake setiap di klik muncul.tulisan sumber mengalami kerusakan dan diauruh instal ulang sdh di lakukan instal ulang tetep ga bisa ..tolong dong di kasih solusinya,3,
Diminta ke google play store untuk instal. Berkali kali instal tetap dimintai instal. Pas dibuka tetap ga bisa,1,Negatif
"map nya kurang akurat perlu di perbaiki,kasian driver nya kalian buat, tidak sesuai dengan GPS map nya",1,Negatif
Aplikasi jelek gw masuk ke akun gw tiba² ga bisa dan ga ada otp untuk msuk ke aplikasi kacau aplikasinya ga bagus jangan di downlod,1,Negatif
"pantes murah, kualitas buruk banget, suka log out sendiri, susah buat log in lagi. masih mending app sebelah walaupun mahal tapi kualitas terbaik. bener2 parah ini mah. lagi mesen, udah dapet driver tiba2 ke log out dan gak bisa log in lagi",1,Negatif
cacat standar marketing nya bagus banget bilangnya dikasih 100 rebu tapi ternyata gk bisa dipakai semua ternyata di pakai hanya untuk diskon huahhh plis kalo mau kasih cepe tolong donk kasih nya yang ikhlas jangan setengah setengah sebelumnya mohon Maaf dan thanks,1,Negatif
"Aplikasi jelek. Ketika dibuka ada bacaan ""sumber mengalami kerusakan, silahkan instal ulang"" udah dri seminggu yg lalu sya instal-uninstal trus tetap begini, mohon diperbaiki.",1,Negatif
"Menurut akuu sih not bad yaa gak apa yang orang orang bilang menurut aku sihh cuma kadang suka kesel ajh gtuhh kalo lagi ujan suka susah cari driver yg car nungguin stngh jam kan lumayan, menurut aku sih yg perlu diperhatikan lagi tuh yg driver car nyaa",4,Positif
Kenapa setiap mau masuk aplikasi malah muncul sumber mengalami kerusakan padahal udah unistal dan download Tolong diperbaiki,5,Positif
"Sedikit mengecewakan, padahal sudah lama Saya menggunakan apk ini karna harganya lebih murah walaupun titik mapsnya kacau, but beberapa hari belakangan ini error teruss ngga tau kenapa, apess banget dahh.. Beralih ke apk yg lain aja deh :""))",2,Negatif
"Awal nya aplikasi ini sangat membantu dan terjangkau,tetapi stelah lama pemakaian aplikasi ini sekarang tidak bisa di buka,setiap masuk aplikasi selalu tulisan nya go to goegle play. Dan stelah kita mengikuti panduan nya disuruh uninstal dan instal ulang kembali. Begitu saja seterus nya tetap saja kembali lagi tulisan go to goegle play. Mohon coba diperbaiki lagi sistem nya. Terimakasih",1,Negatif
"Setiap order AC g dinyalain, hrs diminta dulu tapi ada jg driver yg g mau dgn alasan g didafrakan tanpa AC dan ada jg yg mau tapi minta tambah biaya. Yg g tau map jg ada",3,
tlong bantu dong..aplikasi setiap kali d buka yg kluar sumber mengalami ke rusakan...sdah sy instal..sy update hasil sama...,5,Positif
"Kecewa sama drivernya ngak ada yg mau ambil orderan deliv, udah coba banyak kali tpi tetap ngak ada yg gambil orderan. Parah banget deh maxim skrang beda sma yg dlu, semoga nnti bisa lebih baik yah🙂 skrang kasih bintang 2 dlu",2,Negatif
"Jika anda mengalami masalah sumber mengalami kerusakan 1.Apk file hilang/kehapus 2.Langkah kedua anda Hapus data apk dulu 3.Masuk ke Apk dan login. Jika masih mengalami kendala laporkan hal tersebut ke pembuat apk,jika masih juga mungkin anda belum update apk😅",5,Positif
ok bgt baru menjadi pengguna maxim murah dan supirnya cepat tanggap disaat jalanan semua macet langsung cari alternatif jln yg lancar sehingga cepat sampai tujuan 🤗,5,Positif
"Tolong untuk wilayah diperluas, agak sulit menemukan titik, minta tolong bangett ini maah yaa, tolong bangeet segera di upgrade. Terimakasih",5,Positif
"app tdk dapat di pergunakan lagi setelah di upgrade selalu ""sumber bla bla bla, harus uninstall ulang, tetep ndak bisa",1,Negatif
"terimakasih sudah membantu kami dalam perjalanan saya mohon pertahankan itu,kalo soal harga sudah pas tetapi saya mohon tingkatkan kecepatan mencari mobilnya dan tambahkan mini game labirin bola di aplikasi supaya bisa dimainin pas di dalam mobil,saya bilang tentang game soalnya banyak orang yang gabut pas di jalanan",4,Positif
"masih minus dalam beberapa hal seperti penjemputan yang kurang jelas penginfoannya, map yang terlalu detail(sekedar info terlalu detail juga tidak bagus menurut saya)",4,Positif
"Kekurangan ini aplikasi peta nya tidak lengkap sama sekali. Beda sama goggle maap . Coba itu yang di perbaiki, jadi pelanggan / Cs itu tidak salah titik. Sampai di sini paham . Jangan duit aja di otak, Pelayanan dan kelengkapan aplikasi juga yang di pikirkan. Jangan asal jadi saja itu aplikasi",1,Negatif
gimana ini aplikasi minta di update pas di update aplikasinya tidak bisa di buka di minta instal ulang tapi pas di instal ulang masih tidak bisa digunakan keluar kata2 aplikasi rusak,1,Negatif
"Sumber mengalami kerusakan. Disuruh install ulang aplikasi. Sudah diinstall lagi, tetap gak bisa dipergunakan. Ini terjadi sejak lebaran idul fitri 2023 kemaren ini. Apakah ada fitur baru dari aplikasi maxim ini ?",1,Negatif
"Aplikasi gak pernah bisa kebuka sekarang, terus driver nya kurang tau map masa titik lokasi udah bener masih nyasar mulu padahal kurir paket aja yg belum pernah ke sini tau",1,Negatif
Aplikasinya kenapa tidak bisa dipakai ? Selalu muncul kalimat sumber tidak bida dipakai ?? Sudah diinstal berkali2 tapi tetap sama . Mohon pencerahanya. Terimakasih,2,Negatif
"Kenapa aplikasi saya gak bisa masuk selalu ada tulisan "" sumber mengalami masalah tolong instal ulang aplikasi "" tolong kepada developer untuk memperbaiki bug nya",1,Negatif
"Kok gak bisa terbuka ya aplikasinya. Info """"sumbet mengalami kerusakan"""" Kasian kami para pengguna jasa maxim klo harus berulang kali download",3,
"apk nya bagus,tapi lokasinya kurang lengkap ada beberapa lokasi yg ga ada di maxim jd harus pake titik peta, mohon perluas lokasinya krna disini juga sering lewat maxim tp kalo mau pesen gabisa langsung cari lokasi nya harus lewat titik peta terus",3,
Sebenar nya saya kasih bintang 1 pun tidak ikhlas..karena setiap slesai saya install malahan tidak bisa di pakai maxim nya...tapi dari pada kosong tidak ada bintang nya mka nya sya kasih aja bintang 1,1,Negatif
Tidak menerima orderan pada saat di butuh kan susah cari gocar yang bisa konfir sesuai tujuan ini tujuan jauh sedikit di bayar murah ga ada yg konfir padahal banyak yang parkir' terdekat,1,Negatif
"Hari ini saya tidak bisa menggunakan aplikasi maxim, karena file corrupted / aplikasi rusak. Setelah di reinstall aplikasi tetap bermasalah",1,Negatif
Kenapa maxim tidak jalan? muncul pesan sumber mengalami kerusakan disuruh instal ulang tetap tidak jalan.,5,Positif
"Tolong diperbaiki kembali pelayanannya, meskipun murah dibanding lainnya, tetapi saya 2x order dapat driver tidak sesuai Yang pertama driver komplain krn titik tidak sesuai, padahal biasanya saya memakai titik itu Yang kedua, sudah tau jadwal saya berangkat malah dilama-lamain :) Saya menjadi risih :))",3,
awal nya sya kasih bintang 5 tapi makin kesini berasa aneh sama driver nya.. 2x sya jatoh ntah driver nya gaada sim atau apa.. tpi minta tolong ingatkan ke driver kalo keselamatan penumpang itu no 1 bukan cepat sampai.. itu sedikit keluh kesah ku pakai maxim selebih nya mantap👍 🙏🏻,4,Positif
Aplikasi gk beres gk bisa dibuka kaya modus cari untung selalu klo d buka sumber mengalami keruksakan untuk melanjutkan pekerjaan .anda harus melakukan pemasangan ulang padahal dah ada 10 × bongkar pasang tetap aja sllu jawabannya begitu. Anjiiir pusing dikerjain,1,Negatif
"Mengapa aplikasi maxim saya tiba"" gk bisa digunakan,seinget saya gk pernah aneh"" saya menggunakannya,udh saya ulang instal ber x x tp tetap gk bisa ,apa kesalahan saya ,mohon konfirmasinya !!!!!",1,Negatif
"Tadinya saya bangga dengan maxim saya suka dengan harga dan drivernya ramah ramah, tapi knp tiba tiba eror udah berapa x di uninstal dan di download masih aja gak bisa tolong normalkan kembali 🙏",1,Negatif
